,bright_sum,bright_size,bright_density,dark_sum,dark_size,dark_density
459,0.0,0.0,,3853.0,27.0,142.7037037037037
460,333851.0,2522.0,132.37549563838223,231438.0,1571.0,147.31890515595163
461,0.0,0.0,,2241.0,16.0,140.0625
462,0.0,0.0,,3299.0,23.0,143.43478260869566
463,0.0,0.0,,1606.0,12.0,133.83333333333334
464,588.0,5.0,117.6,24373.0,183.0,133.18579234972677
465,0.0,0.0,,53049.0,386.0,137.43264248704662
466,0.0,0.0,,1530.0,11.0,139.0909090909091
467,0.0,0.0,,2887.0,22.0,131.22727272727272
468,0.0,0.0,,8717.0,62.0,140.59677419354838
469,123.0,1.0,123.0,2520.0,18.0,140.0
470,0.0,0.0,,1574.0,12.0,131.16666666666666
471,0.0,0.0,,2042.0,15.0,136.13333333333333
472,0.0,0.0,,3602.0,27.0,133.40740740740742
473,0.0,0.0,,930.0,7.0,132.85714285714286
474,0.0,0.0,,3111.0,22.0,141.4090909090909
475,0.0,0.0,,8818.0,70.0,125.97142857142858
476,0.0,0.0,,549.0,4.0,137.25
477,0.0,0.0,,42928.0,316.0,135.84810126582278
478,0.0,0.0,,1892.0,14.0,135.14285714285714
479,0.0,0.0,,1720.0,13.0,132.30769230769232
480,0.0,0.0,,4159.0,30.0,138.63333333333333
481,0.0,0.0,,2156.0,16.0,134.75
482,0.0,0.0,,5046.0,37.0,136.3783783783784
483,46659.0,367.0,127.13623978201635,5265.0,35.0,150.42857142857142
484,583.0,5.0,116.6,2598.0,19.0,136.73684210526315
485,0.0,0.0,,1986.0,14.0,141.85714285714286
486,0.0,0.0,,1336.0,10.0,133.6
487,0.0,0.0,,7594.0,55.0,138.07272727272726
488,0.0,0.0,,2884.0,21.0,137.33333333333334
489,0.0,0.0,,1975.0,15.0,131.66666666666666
